Date,CL=F_Close,CL=F_High,CL=F_Low,CL=F_Open,CL=F_Volume,CL=F_ret_1d,DX-Y.NYB_Close,DX-Y.NYB_High,DX-Y.NYB_Low,DX-Y.NYB_Open,DX-Y.NYB_Volume,DX-Y.NYB_ret_1d,EURUSD=X_Close,EURUSD=X_High,EURUSD=X_Low,EURUSD=X_Open,EURUSD=X_Volume,EURUSD=X_ret_1d,GC=F_Close,GC=F_High,GC=F_Low,GC=F_Open,GC=F_Volume,GC=F_ret_1d,HG=F_Close,HG=F_High,HG=F_Low,HG=F_Open,HG=F_Volume,HG=F_ret_1d,QQQ_Close,QQQ_High,QQQ_Low,QQQ_Open,QQQ_Volume,QQQ_ret_1d,Risk_Sentiment,SPY_Close,SPY_High,SPY_Low,SPY_Open,SPY_Volume,SPY_ret_1d,USDJPY=X_Close,USDJPY=X_High,USDJPY=X_Low,USDJPY=X_Open,USDJPY=X_Volume,USDJPY=X_ret_1d,Yield_spread,^DJI_Close,^DJI_High,^DJI_Low,^DJI_Open,^DJI_Volume,^DJI_ret_1d,^FVX_Close,^FVX_High,^FVX_Low,^FVX_Open,^FVX_Volume,^FVX_ret_1d,^GSPC_Close,^GSPC_High,^GSPC_Low,^GSPC_Open,^GSPC_Volume,^GSPC_ret_1d,^IRX_Close,^IRX_High,^IRX_Low,^IRX_Open,^IRX_Volume,^IRX_ret_1d,^IXIC_Close,^IXIC_High,^IXIC_Low,^IXIC_Open,^IXIC_Volume,^IXIC_ret_1d,^TNX_Close,^TNX_High,^TNX_Low,^TNX_Open,^TNX_Volume,^TNX_ret_1d,^VIX_Close,^VIX_High,^VIX_Low,^VIX_Open,^VIX_Volume,^VIX_ret_1d,ma10,ma5,ret1,Close
2023-11-30,75.95999908447266,79.5999984741211,75.05000305175781,77.75,559169.0,-0.02440279361655051,103.5,103.58999633789062,102.72000122070312,102.83000183105469,0.0,0.00710327314176129,1.0973695516586304,1.098538875579834,1.0894907712936401,1.0973695516586304,0.0,-0.002930098224145139,2038.0999755859375,2047.0999755859375,2033.0999755859375,2046.0999755859375,2506.0,-0.004396463341964529,3.8289999961853027,3.8399999141693115,3.7844998836517334,3.799999952316284,2571.0,0.0113576288119972,388.8299865722656,390.54998779296875,385.82000732421875,390.0799865722656,52834400.0,-0.002514073503671055,0.0014566418309497342,456.3999938964844,456.760009765625,453.3399963378906,455.4800109863281,79752700.0,0.003937459806426347,147.03900146484375,148.4600067138672,146.88600158691406,147.03900146484375,0.0,-0.0001632094722502364,-0.8859996795654297,35950.890625,35970.69921875,35592.21875,35596.5703125,435540000.0,0.014689882943991872,4.297999858856201,4.302999973297119,4.206999778747559,4.214000225067139,0.0,0.018724816012506418,4567.7998046875,4569.89013671875,4537.240234375,4554.8701171875,5399300000.0,0.0037840728581564065,5.23799991607666,5.244999885559082,5.230000019073486,5.23799991607666,0.0,-0.00038165174214832565,14226.2197265625,14289.2001953125,14127.0498046875,14265.0498046875,5678070000.0,-0.002263248582567323,4.3520002365112305,4.3520002365112305,4.271999835968018,4.28000020980835,0.0,0.018965190775059648,12.920000076293945,13.390000343322754,12.819999694824219,13.069999694824219,0.0,-0.004622455166284678,10.776999950408936,10.767999839782714,0.0055969649671485655,10.779999732971191
2023-12-01,74.06999969482422,76.76000213623047,73.93000030517578,75.58999633789062,358976.0,-0.024881508852397816,103.2699966430664,103.72000122070312,103.12000274658203,103.36000061035156,0.0,-0.002222254656363276,1.0892059803009033,1.0913456678390503,1.0831537246704102,1.0892059803009033,0.0,-0.00743921803314862,2071.0,2073.199951171875,2036.0,2038.300048828125,614.0,0.016142497820600843,3.9089999198913574,3.9100000858306885,3.8299999237060547,3.8375000953674316,2050.0,0.02089316369437344,389.94000244140625,390.5400085449219,386.07000732421875,387.75,40490100.0,0.0028547589112815075,0.030583962107987195,459.1000061035156,459.6499938964844,455.1600036621094,455.7699890136719,89183400.0,0.005915890103284305,147.99899291992188,148.31399536132812,146.8509979248047,147.99899291992188,0.0,0.006528821914692173,-0.9890003204345703,36245.5,36264.8515625,35914.44921875,35914.44921875,321840000.0,0.00819477264341062,4.156000137329102,4.297999858856201,4.133999824523926,4.263000011444092,0.0,-0.03303855890886165,4594.6298828125,4599.39013671875,4554.7099609375,4559.43017578125,4397120000.0,0.005873742123607695,5.215000152587891,5.232999801635742,5.204999923706055,5.230000019073486,0.0,-0.004390943844458262,14305.0302734375,14311.9501953125,14135.0,14181.349609375,5607000000.0,0.005539809477836721,4.22599983215332,4.3480000495910645,4.210999965667725,4.320000171661377,0.0,-0.02895229722205117,12.630000114440918,12.960000038146973,12.479999542236328,12.9399995803833,0.0,-0.022445817348339614,10.776999950408936,10.767999839782714,0.0,10.779999732971191
2023-12-04,73.04000091552734,75.02999877929688,72.62999725341797,74.58000183105469,388832.0,-0.013905748393959416,103.63999938964844,103.8499984741211,103.05999755859375,103.19000244140625,0.0,0.003582867808748613,1.088814616203308,1.0887316465377808,1.0805671215057373,1.088814616203308,0.0,-0.0003593113742242915,2024.0999755859375,2130.199951171875,2021.0,2075.300048828125,1071.0,-0.022646076491580125,3.820499897003174,3.8965001106262207,3.812000036239624,3.8959999084472656,963.0,-0.022640067716001244,386.32000732421875,386.6000061035156,382.6600036621094,386.0899963378906,51186900.0,-0.009283466929586037,-0.044461714974773914,456.69000244140625,459.1199951171875,454.3399963378906,455.6000061035156,72430900.0,-0.005249408908885922,146.39300537109375,147.22300720214844,146.25399780273438,146.39300537109375,0.0,-0.010851341060794106,-0.934999942779541,36204.44140625,36238.1796875,36029.69140625,36089.37890625,329450000.0,-0.001132791484460105,4.23799991607666,4.25,4.179999828338623,4.184000015258789,0.0,0.019730456217033954,4569.77978515625,4572.3701171875,4546.72021484375,4564.3701171875,4369910000.0,-0.005408509126972105,5.2230000495910645,5.228000164031982,5.2230000495910645,5.2230000495910645,0.0,0.0015340166383703835,14185.490234375,14197.51953125,14058.51953125,14168.66015625,6270020000.0,-0.00835650374571173,4.288000106811523,4.298999786376953,4.239999771118164,4.243000030517578,0.0,0.014671149342334822,13.079999923706055,13.699999809265137,12.979999542236328,13.279999732971191,0.0,0.03562943825713938,10.776999950408936,10.767999839782714,0.0,10.779999732971191
2023-12-05,72.31999969482422,74.12000274658203,72.0199966430664,73.30000305175781,358703.0,-0.009857628856492329,104.05000305175781,104.08999633789062,103.55000305175781,103.55999755859375,0.0,0.00395603690200641,1.0837758779525757,1.0848339796066284,1.078260064125061,1.0837758779525757,0.0,-0.004627728334785308,2018.5,2037.0,2010.199951171875,2035.0999755859375,289.0,-0.0027666496978818733,3.7725000381469727,3.822999954223633,3.759000062942505,3.812000036239624,971.0,-0.012563763944569817,387.2900085449219,388.5,384.2099914550781,384.3900146484375,42933000.0,0.0025108749283313525,0.013430963859835776,456.6000061035156,457.5899963378906,454.8699951171875,455.260009765625,69793500.0,-0.00019706220282800224,147.32699584960938,147.3699951171875,146.593994140625,147.32699584960938,0.0,0.006380021204893227,-1.0720000267028809,36124.55859375,36164.6796875,36010.8515625,36135.6484375,309250000.0,-0.002206436818169233,4.13700008392334,4.196000099182129,4.127999782562256,4.189000129699707,0.0,-0.023831957091405842,4567.18017578125,4578.56005859375,4551.68017578125,4557.25,3909950000.0,-0.0005688697261614362,5.243000030517578,5.243000030517578,5.235000133514404,5.23799991607666,0.0,0.0038292132369555087,14229.91015625,14285.66015625,14121.759765625,14126.400390625,6179120000.0,0.0031313631845699685,4.171000003814697,4.228000164031982,4.164999961853027,4.22599983215332,0.0,-0.02728547110131141,12.850000381469727,13.760000228881836,12.8100004196167,13.260000228881836,0.0,-0.01758406296467019,10.776999950408936,10.767999839782714,0.0,10.779999732971191
2023-12-06,69.37999725341797,72.5999984741211,69.11000061035156,72.0999984741211,436803.0,-0.04065268879718564,104.1500015258789,104.2300033569336,103.87000274658203,103.98999786376953,0.0,0.0009610617125244136,1.0793657302856445,1.0803686380386353,1.0773192644119263,1.0793657302856445,0.0,-0.004069243241750842,2030.5,2035.800048828125,2019.0,2019.9000244140625,417.0,0.005945008669804297,3.7165000438690186,3.809000015258789,3.7130000591278076,3.7730000019073486,551.0,-0.01484426606009015,385.04998779296875,390.3699951171875,384.70001220703125,390.2699890136719,41994100.0,-0.005783833051539511,-0.0143293512260394,454.760009765625,458.8399963378906,454.30999755859375,458.80999755859375,69124700.0,-0.004029777295871284,147.18499755859375,147.48699951171875,146.90499877929688,147.18499755859375,0.0,-0.0009638307643262678,-1.1220002174377441,36054.4296875,36292.578125,36024.25,36183.73046875,283240000.0,-0.0019413083226471617,4.120999813079834,4.156000137329102,4.109000205993652,4.1519999504089355,0.0,-0.0038676022525800935,4549.33984375,4590.740234375,4546.5,4586.22998046875,4245680000.0,-0.003906202808869552,5.243000030517578,5.244999885559082,5.239999771118164,5.244999885559082,0.0,0.0,14146.7099609375,14327.6298828125,14138.509765625,14325.6201171875,5167030000.0,-0.00584685317046485,4.120999813079834,4.182000160217285,4.107999801635742,4.179999828338623,0.0,-0.011987578683561373,12.970000267028809,13.029999732971191,12.640000343322754,12.779999732971191,0.0,0.009338512217643702,10.776999950408936,10.773999786376953,-0.0027829066525332236,10.75
2023-12-07,69.33999633789062,70.4800033569336,68.80000305175781,69.27999877929688,339000.0,-0.0005765482431663305,103.54000091552734,104.19999694824219,103.2699966430664,104.11000061035156,0.0,-0.005856942884441496,1.076669692993164,1.0796804428100586,1.0757662057876587,1.076669692993164,0.0,-0.0024977977499498483,2029.9000244140625,2034.9000244140625,2024.0,2029.199951171875,67.0,-0.0002954816970881513,3.7844998836517334,3.7855000495910645,3.7160000801086426,3.7160000801086426,721.0,0.018296741283480467,390.42999267578125,391.2699890136719,386.9599914550781,388.07000732421875,49593500.0,0.013972224525053534,0.006548242026806594,458.2300109863281,458.8999938964844,456.2900085449219,456.9100036621094,66995400.0,0.007630400972353568,147.1840057373047,147.18099975585938,143.85699462890625,147.1840057373047,0.0,-6.738603156031253e-06,-1.1039996147155762,36117.37890625,36164.171875,36021.94921875,36124.171875,287280000.0,0.0017459496460103807,4.110000133514404,4.177999973297119,4.09499979019165,4.164000034332275,0.0,-0.0026691773997459256,4585.58984375,4590.919921875,4565.22021484375,4568.83984375,3818880000.0,0.007968189065892917,5.232999801635742,5.239999771118164,5.228000164031982,5.239999771118164,0.0,-0.0019073486217104918,14339.990234375,14353.1103515625,14220.8701171875,14230.4296875,5694310000.0,0.013662559985409661,4.129000186920166,4.179999828338623,4.105999946594238,4.169000148773193,0.0,0.0019413671932086984,13.0600004196167,13.279999732971191,12.949999809265137,13.170000076293945,0.0,0.00693910182998847,10.776999950408936,10.777999877929688,0.004651180533475685,10.800000190734863
2023-12-08,71.2300033569336,71.62999725341797,69.5,69.76000213623047,302250.0,0.027257097185772183,104.01000213623047,104.26000213623047,103.44000244140625,103.63999938964844,0.0,0.0045393202293533275,1.079214334487915,1.0800535678863525,1.0731456279754639,1.079214334487915,0.0,0.00236343746955181,1998.300048828125,2033.0999755859375,1995.0,2031.699951171875,449.0,-0.015567257109156851,3.819999933242798,3.8510000705718994,3.7860000133514404,3.7860000133514404,421.0,0.009380380679734568,392.1700134277344,392.6199951171875,388.4800109863281,388.6700134277344,46687500.0,0.004456677982211499,0.05412430625625397,460.20001220703125,460.75,457.2099914550781,457.4599914550781,83194400.0,0.004299153642212783,144.2779998779297,145.1479949951172,142.5229949951172,144.2779998779297,0.0,-0.01974403295261351,-0.9879999160766602,36247.87109375,36296.19921875,36061.640625,36084.8203125,295180000.0,0.0036130026998559828,4.255000114440918,4.2870001792907715,4.176000118255615,4.177999973297119,0.0,0.03527979956597371,4604.3701171875,4609.22998046875,4574.06005859375,4576.2001953125,3707010000.0,0.00409549786994079,5.232999801635742,5.235000133514404,5.208000183105469,5.230000019073486,0.0,0.0,14403.9697265625,14416.919921875,14264.9599609375,14279.4599609375,5430840000.0,0.004461613372241491,4.244999885559082,4.2779998779296875,4.182000160217285,4.184999942779541,0.0,0.028093895225866028,12.350000381469727,13.239999771118164,12.350000381469727,13.140000343322754,0.0,-0.05436447284339452,10.776999950408936,10.781999969482422,0.0,10.800000190734863
2023-12-11,71.31999969482422,71.80999755859375,70.3499984741211,71.1500015258789,274414.0,0.0012634610929280754,104.0999984741211,104.26000213623047,103.93000030517578,103.9800033569336,0.0,0.0008652661863495226,1.0765769481658936,1.077934741973877,1.0743216276168823,1.0765769481658936,0.0,-0.002443802160275177,1978.0,2004.199951171875,1977.199951171875,2004.0999755859375,651.0,-0.010158659026220707,3.7799999713897705,3.7885000705718994,3.7674999237060547,3.7839999198913574,723.0,-0.01047119438535471,395.5199890136719,395.7900085449219,391.5299987792969,391.739990234375,41198000.0,0.008542151289582911,-0.019647743279022745,461.989990234375,462.1700134277344,459.4700012207031,459.69000244140625,65002200.0,0.003889565362589442,144.98300170898438,146.55299377441406,144.9029998779297,144.98300170898438,0.0,0.004886412562214337,-0.9939999580383301,36404.9296875,36416.1796875,36231.19140625,36254.328125,342490000.0,0.004332905326875247,4.250999927520752,4.301000118255615,4.243000030517578,4.288000106811523,0.0,-0.0009401144095366742,4622.43994140625,4623.7099609375,4593.39013671875,4593.39013671875,3823210000.0,0.003924494286698943,5.232999801635742,5.235000133514404,5.2230000495910645,5.235000133514404,0.0,0.0,14432.490234375,14436.080078125,14324.5703125,14340.1298828125,5607820000.0,0.001980044970512962,4.238999843597412,4.293000221252441,4.229000091552734,4.27400016784668,0.0,-0.001413437484905744,12.630000114440918,13.140000343322754,12.609999656677246,13.050000190734863,0.0,0.022672042455262664,10.776999950408936,10.784000015258789,-0.0009259471023357335,10.789999961853027
2023-12-12,68.61000061035156,71.95999908447266,68.22000122070312,71.43000030517578,324530.0,-0.03799774391571298,103.87000274658203,104.0999984741211,103.48999786376953,104.02999877929688,0.0,-0.002209373015468752,1.076658010482788,1.0822042226791382,1.0761829614639282,1.076658010482788,0.0,7.529635204672758e-05,1977.800048828125,1994.199951171875,1977.800048828125,1984.199951171875,95.0,-0.00010108754897619754,3.7860000133514404,3.796999931335449,3.7715001106262207,3.7804999351501465,808.0,0.0015873127002865584,398.6700134277344,398.7900085449219,394.4100036621094,395.55999755859375,39221200.0,0.007964260976841775,0.05111551440059936,464.1000061035156,464.20001220703125,460.6000061035156,461.6300048828125,68327600.0,0.004567232870283933,146.0850067138672,146.11599731445312,144.81500244140625,146.0850067138672,0.0,0.007600925569845707,-1.0420002937316895,36577.94140625,36596.109375,36373.21875,36442.1015625,292770000.0,0.004752425570798691,4.2270002365112305,4.263999938964844,4.166999816894531,4.192999839782715,0.0,-0.005645657826091388,4643.7001953125,4643.93017578125,4608.08984375,4618.2998046875,3808380000.0,0.00459935752021523,5.248000144958496,5.260000228881836,5.23799991607666,5.257999897003174,0.0,0.002866490328943927,14533.400390625,14533.400390625,14385.3896484375,14423.009765625,4950100000.0,0.006991874209597793,4.205999851226807,4.250999927520752,4.1529998779296875,4.179999828338623,0.0,-0.007784853406033632,12.069999694824219,12.739999771118164,11.8100004196167,12.6899995803833,0.0,-0.044338908514846676,10.776999950408936,10.786000061035157,0.0,10.789999961853027
2023-12-13,69.47000122070312,69.88999938964844,67.70999908447266,68.7300033569336,306996.0,0.012534624729646282,102.87000274658203,104.02999877929688,102.77999877929688,103.81999969482422,0.0,-0.009627418634422846,1.0798670053482056,1.0808240175247192,1.0774004459381104,1.0798670053482056,0.0,0.0029805145498138508,1982.300048828125,2024.800048828125,1975.0,1978.5,2252.0,0.0022752552780380686,3.7860000133514404,3.8320000171661377,3.755000114440918,3.7880001068115234,679.0,0.0,403.739990234375,404.3599853515625,398.8399963378906,399.6199951171875,55408100.0,0.012717226367364276,0.013475540998021507,470.5,470.760009765625,464.1199951171875,464.489990234375,93278000.0,0.013790118104538118,145.27999877929688,145.9770050048828,145.06199645996094,145.27999877929688,0.0,-0.005510544529371608,-1.190000057220459,37090.23828125,37094.8515625,36523.58984375,36601.80078125,354790000.0,0.01400562347974188,4.002999782562256,4.214000225067139,3.9619998931884766,4.210999965667725,0.0,-0.052992770621147156,4707.08984375,4709.68994140625,4643.22998046875,4646.2001953125,5063650000.0,0.013650676351045998,5.2230000495910645,5.25,5.192999839782715,5.248000144958496,0.0,-0.004763737552760605,14733.9599609375,14743.5498046875,14517.51953125,14555.6796875,6732040000.0,0.013799906761109648,4.0329999923706055,4.190999984741211,4.008999824523926,4.186999797821045,0.0,-0.041131684492509035,12.1899995803833,12.460000038146973,11.819999694824219,12.199999809265137,0.0,0.009941995740939458,10.781999969482422,10.79000015258789,-0.0018535221649732536,10.770000457763672
