Date,Open_CL=F,Open_DX-Y.NYB,Open_EURUSD=X,Open_GC=F,Open_HG=F,Open_QQQ,Open_SPY,Open_USDJPY=X,Open_^DJI,Open_^FVX,Open_^GSPC,Open_^IRX,Open_^IXIC,Open_^TNX,Open_^VIX,High_CL=F,High_DX-Y.NYB,High_EURUSD=X,High_GC=F,High_HG=F,High_QQQ,High_SPY,High_USDJPY=X,High_^DJI,High_^FVX,High_^GSPC,High_^IRX,High_^IXIC,High_^TNX,High_^VIX,Low_CL=F,Low_DX-Y.NYB,Low_EURUSD=X,Low_GC=F,Low_HG=F,Low_QQQ,Low_SPY,Low_USDJPY=X,Low_^DJI,Low_^FVX,Low_^GSPC,Low_^IRX,Low_^IXIC,Low_^TNX,Low_^VIX,Close_CL=F,Close_DX-Y.NYB,Close_EURUSD=X,Close_GC=F,Close_HG=F,Close_QQQ,Close_SPY,Close_USDJPY=X,Close_^DJI,Close_^FVX,Close_^GSPC,Close_^IRX,Close_^IXIC,Close_^TNX,Close_^VIX,Adj Close_CL=F,Adj Close_DX-Y.NYB,Adj Close_EURUSD=X,Adj Close_GC=F,Adj Close_HG=F,Adj Close_QQQ,Adj Close_SPY,Adj Close_USDJPY=X,Adj Close_^DJI,Adj Close_^FVX,Adj Close_^GSPC,Adj Close_^IRX,Adj Close_^IXIC,Adj Close_^TNX,Adj Close_^VIX,Volume_CL=F,Volume_DX-Y.NYB,Volume_EURUSD=X,Volume_GC=F,Volume_HG=F,Volume_QQQ,Volume_SPY,Volume_USDJPY=X,Volume_^DJI,Volume_^FVX,Volume_^GSPC,Volume_^IRX,Volume_^IXIC,Volume_^TNX,Volume_^VIX
2020-01-01,,,1.1220825910568237,,,,,108.68000030517578,,,,,,,,,,1.1228384971618652,,,,,111.41000366210938,,,,,,,,,,1.115946888923645,,,,,108.62999725341797,,,,,,,,,,1.1220825910568237,,,,,108.68099975585938,,,,,,,,,,1.1220825910568237,,,,,108.68099975585938,,,,,,,,,,0.0,,,,,0.0,,,,,,,
2020-01-02,61.599998474121094,96.4800033569336,1.1218937635421753,1518.0999755859375,2.816499948501587,214.39999389648438,323.5400085449219,108.71399688720703,28638.970703125,1.6829999685287476,3244.669921875,1.5099999904632568,9039.4599609375,1.902999997138977,13.460000038146973,61.599998474121094,96.87000274658203,1.12271249294281,1528.699951171875,2.8329999446868896,216.16000366210938,324.8900146484375,108.86000061035156,28872.80078125,1.684999942779541,3258.139892578125,1.5099999904632568,9093.4296875,1.902999997138977,13.720000267028809,60.63999938964844,96.43000030517578,1.1166820526123047,1518.0,2.7945001125335693,213.97999572753906,322.5299987792969,108.22100067138672,28627.76953125,1.6339999437332153,3235.530029296875,1.4950000047683716,9010.8896484375,1.8509999513626099,12.420000076293945,61.18000030517578,96.8499984741211,1.1220825910568237,1524.5,2.8329999446868896,216.16000366210938,324.8699951171875,108.71299743652344,28868.80078125,1.6710000038146973,3257.85009765625,1.4950000047683716,9092.1904296875,1.8819999694824219,12.470000267028809,61.18000030517578,96.8499984741211,1.1220825910568237,1524.5,2.8329999446868896,208.84893798828125,298.5786437988281,108.71299743652344,28868.80078125,1.6710000038146973,3257.85009765625,1.4950000047683716,9092.1904296875,1.8819999694824219,12.470000267028809,486873.0,0.0,0.0,214.0,1182.0,30969400.0,59151200.0,0.0,251820000.0,0.0,3459930000.0,0.0,2862700000.0,0.0,0.0
2020-01-03,61.18000030517578,96.79000091552734,1.1170812845230103,1530.0999755859375,2.7934999465942383,213.3000030517578,321.1600036621094,108.54000091552734,28553.330078125,1.621999979019165,3226.360107421875,1.4900000095367432,8976.4296875,1.8279999494552612,15.010000228881836,64.08999633789062,97.11000061035156,1.118067979812622,1552.699951171875,2.7985000610351562,215.47000122070312,323.6400146484375,108.5510025024414,28716.310546875,1.6339999437332153,3246.14990234375,1.4900000095367432,9065.759765625,1.840000033378601,16.200000762939453,61.130001068115234,96.70999908447266,1.112569808959961,1530.0999755859375,2.7894999980926514,213.27999877929688,321.1000061035156,107.91500091552734,28500.359375,1.5809999704360962,3222.340087890625,1.4600000381469727,8976.4296875,1.7860000133514404,13.130000114440918,63.04999923706055,96.83999633789062,1.1171437501907349,1549.199951171875,2.7985000610351562,214.17999267578125,322.4100036621094,108.54299926757812,28634.880859375,1.5859999656677246,3234.85009765625,1.4730000495910645,9020.76953125,1.7879999876022339,14.020000457763672,63.04999923706055,96.83999633789062,1.1171437501907349,1549.199951171875,2.7985000610351562,206.9359130859375,296.3177490234375,108.54299926757812,28634.880859375,1.5859999656677246,3234.85009765625,1.4730000495910645,9020.76953125,1.7879999876022339,14.020000457763672,885861.0,0.0,0.0,107.0,321.0,27518900.0,77709700.0,0.0,239590000.0,0.0,3484700000.0,0.0,2586520000.0,0.0,0.0
2020-01-06,63.709999084472656,96.9000015258789,1.1162458658218384,1580.0,2.7780001163482666,212.5,320.489990234375,107.9990005493164,28465.5,1.590999960899353,3217.550048828125,1.4780000448226929,8943.5,1.784999966621399,15.449999809265137,64.72000122070312,96.9000015258789,1.120824933052063,1580.0,2.80049991607666,215.58999633789062,323.7300109863281,108.41000366210938,28708.01953125,1.621000051498413,3246.840087890625,1.4900000095367432,9072.41015625,1.815999984741211,16.389999389648438,62.63999938964844,96.54000091552734,1.1158099174499512,1560.4000244140625,2.7780001163482666,212.24000549316406,320.3599853515625,107.9219970703125,28418.630859375,1.5750000476837158,3214.639892578125,1.475000023841858,8943.5,1.7660000324249268,13.539999961853027,63.27000045776367,96.66999816894531,1.1161960363388062,1566.199951171875,2.80049991607666,215.55999755859375,323.6400146484375,107.96399688720703,28703.380859375,1.6109999418258667,3246.280029296875,1.4880000352859497,9071.4697265625,1.8109999895095825,13.850000381469727,63.27000045776367,96.66999816894531,1.1161960363388062,1566.199951171875,2.80049991607666,208.26925659179688,297.4482727050781,107.96399688720703,28703.380859375,1.6109999418258667,3246.280029296875,1.4880000352859497,9071.4697265625,1.8109999895095825,13.850000381469727,724236.0,0.0,0.0,416.0,333.0,21655300.0,55653900.0,0.0,252760000.0,0.0,3702460000.0,0.0,2810450000.0,0.0,0.0
2020-01-07,62.90999984741211,96.6500015258789,1.1195825338363647,1558.300048828125,2.8010001182556152,215.63999938964844,323.0199890136719,108.41100311279297,28639.1796875,1.5959999561309814,3241.860107421875,1.5049999952316284,9076.6396484375,1.7970000505447388,13.84000015258789,63.150001525878906,97.08999633789062,1.1199462413787842,1576.300048828125,2.806999921798706,216.13999938964844,323.5400085449219,108.61699676513672,28685.5,1.6200000047683716,3244.909912109375,1.5049999952316284,9091.9296875,1.8279999494552612,14.460000038146973,62.11000061035156,96.62000274658203,1.1134865283966064,1558.300048828125,2.8010001182556152,214.85000610351562,322.239990234375,108.26100158691406,28565.279296875,1.593999981880188,3232.429931640625,1.5,9042.5498046875,1.7970000505447388,13.390000343322754,62.70000076293945,96.9800033569336,1.1197994947433472,1571.800048828125,2.803999900817871,215.52999877929688,322.7300109863281,108.40599822998047,28583.6796875,1.61899995803833,3237.179931640625,1.5,9068.580078125,1.8270000219345093,13.789999961853027,62.70000076293945,96.9800033569336,1.1197994947433472,1571.800048828125,2.803999900817871,208.2402801513672,296.61181640625,108.40599822998047,28583.6796875,1.61899995803833,3237.179931640625,1.5,9068.580078125,1.8270000219345093,13.789999961853027,582649.0,0.0,0.0,47.0,261.0,22139300.0,40496400.0,0.0,258900000.0,0.0,3435910000.0,0.0,2381740000.0,0.0,0.0
2020-01-08,62.84000015258789,96.83000183105469,1.1155734062194824,1579.699951171875,2.7869999408721924,215.5,322.94000244140625,107.97799682617188,28556.140625,1.6169999837875366,3238.590087890625,1.4930000305175781,9068.0302734375,1.8229999542236328,15.15999984741211,65.6500015258789,97.33000183105469,1.1165200471878052,1604.199951171875,2.819000005722046,218.13999938964844,325.7799987792969,109.08899688720703,28866.1796875,1.6679999828338623,3267.070068359375,1.4930000305175781,9168.8896484375,1.8760000467300415,15.239999771118164,59.150001525878906,96.81999969482422,1.111086368560791,1552.300048828125,2.7804999351501465,215.16000366210938,322.6700134277344,107.65699768066406,28522.509765625,1.6009999513626099,3236.669921875,1.4850000143051147,9059.3798828125,1.8020000457763672,12.829999923706055,59.61000061035156,97.30000305175781,1.1154738664627075,1557.4000244140625,2.819000005722046,217.14999389648438,324.45001220703125,108.01599884033203,28745.08984375,1.6649999618530273,3253.050048828125,1.4930000305175781,9129.240234375,1.8739999532699585,13.449999809265137,59.61000061035156,97.30000305175781,1.1154738664627075,1557.4000244140625,2.819000005722046,209.80548095703125,298.19268798828125,108.01599884033203,28745.08984375,1.6649999618530273,3253.050048828125,1.4930000305175781,9129.240234375,1.8739999532699585,13.449999809265137,1205710.0,0.0,0.0,236.0,394.0,26397300.0,68296000.0,0.0,291750000.0,0.0,3726840000.0,0.0,2472620000.0,0.0,0.0
2020-01-09,59.9900016784668,97.2699966430664,1.1114444732666016,1555.699951171875,2.825500011444092,218.94000244140625,326.1600036621094,109.04900360107422,28851.970703125,1.659999966621399,3266.030029296875,1.4950000047683716,9202.26953125,1.86899995803833,12.949999809265137,60.310001373291016,97.55999755859375,1.1122233867645264,1555.699951171875,2.825500011444092,219.41000366210938,326.7300109863281,109.57599639892578,28988.009765625,1.690999984741211,3275.580078125,1.503000020980835,9215.9501953125,1.899999976158142,13.239999771118164,58.65999984741211,97.25,1.1095085144042969,1543.300048828125,2.8010001182556152,217.7100067138672,325.5199890136719,109.04900360107422,28844.310546875,1.6480000019073486,3263.669921875,1.4950000047683716,9158.5,1.8509999513626099,12.529999732971191,59.560001373291016,97.44999694824219,1.1113210916519165,1551.699951171875,2.810499906539917,218.99000549316406,326.6499938964844,109.03099822998047,28956.900390625,1.6549999713897705,3274.699951171875,1.5,9203.4296875,1.8580000400543213,12.539999961853027,59.560001373291016,97.44999694824219,1.1113210916519165,1551.699951171875,2.810499906539917,211.583251953125,300.214599609375,109.03099822998047,28956.900390625,1.6549999713897705,3274.699951171875,1.5,9203.4296875,1.8580000400543213,12.539999961853027,750933.0,0.0,0.0,54.0,208.0,23547000.0,48473300.0,0.0,275060000.0,0.0,3641230000.0,0.0,2540960000.0,0.0,0.0
2020-01-10,59.61000061035156,97.43000030517578,1.1109259128570557,1551.199951171875,2.809999942779541,219.85000610351562,327.2900085449219,109.4990005493164,28977.51953125,1.652999997138977,3281.81005859375,1.4980000257492065,9232.9501953125,1.8530000448226929,12.420000076293945,59.779998779296875,97.58000183105469,1.1120996475219727,1558.800048828125,2.8259999752044678,219.8699951171875,327.4599914550781,109.67500305175781,29009.0703125,1.6759999990463257,3282.989990234375,1.503000020980835,9235.2001953125,1.8630000352859497,12.869999885559082,58.849998474121094,97.30000305175781,1.1086229085922241,1545.4000244140625,2.801500082015991,218.0399932861328,325.20001220703125,109.45600128173828,28789.099609375,1.6230000257492065,3260.860107421875,1.4980000257492065,9164.66015625,1.815999984741211,12.09000015258789,59.040000915527344,97.36000061035156,1.1111111640930176,1557.5,2.81850004196167,218.42999267578125,325.7099914550781,109.50700378417969,28823.76953125,1.6360000371932983,3265.35009765625,1.4980000257492065,9178.8603515625,1.8250000476837158,12.5600004196167,59.040000915527344,97.36000061035156,1.1111111640930176,1557.5,2.81850004196167,211.0421600341797,299.3506164550781,109.50700378417969,28823.76953125,1.6360000371932983,3265.35009765625,1.4980000257492065,9178.8603515625,1.8250000476837158,12.5600004196167,596186.0,0.0,0.0,16.0,364.0,21898500.0,53029300.0,0.0,237830000.0,0.0,3214580000.0,0.0,2382900000.0,0.0,0.0
2020-01-13,59.040000915527344,97.3499984741211,1.1116546392440796,1557.4000244140625,2.861999988555908,219.3300018310547,326.3900146484375,109.53399658203125,28869.009765625,1.6430000066757202,3271.1298828125,1.5,9213.7197265625,1.8339999914169312,12.84000015258789,59.27000045776367,97.52999877929688,1.114466905593872,1558.0,2.861999988555908,220.97999572753906,327.9599914550781,109.93499755859375,28909.91015625,1.6579999923706055,3288.1298828125,1.5099999904632568,9274.490234375,1.8580000400543213,13.09000015258789,57.90999984741211,97.30999755859375,1.1114075183868408,1548.4000244140625,2.8554999828338623,218.97999572753906,325.9200134277344,109.53199768066406,28819.4296875,1.6410000324249268,3268.429931640625,1.5,9193.0595703125,1.8339999914169312,12.319999694824219,58.08000183105469,97.3499984741211,1.1116669178009033,1548.4000244140625,2.8615000247955322,220.9499969482422,327.95001220703125,109.56600189208984,28907.05078125,1.6510000228881836,3288.1298828125,1.5099999904632568,9273.9296875,1.8480000495910645,12.319999694824219,58.08000183105469,97.3499984741211,1.1116669178009033,1548.4000244140625,2.8615000247955322,213.47694396972656,301.4093933105469,109.56600189208984,28907.05078125,1.6510000228881836,3288.1298828125,1.5099999904632568,9273.9296875,1.8480000495910645,12.319999694824219,584002.0,0.0,0.0,48.0,247.0,22756900.0,47086800.0,0.0,249830000.0,0.0,3459390000.0,0.0,2536820000.0,0.0,0.0
2020-01-14,58.029998779296875,97.36000061035156,1.1134493350982666,1546.699951171875,2.8575000762939453,220.83999633789062,327.4700012207031,110.0,28895.5,1.6460000276565552,3285.35009765625,1.5230000019073486,9270.6103515625,1.8420000076293945,12.720000267028809,58.720001220703125,97.55999755859375,1.1145787239074707,1546.699951171875,2.875999927520752,221.2100067138672,328.6199951171875,110.1709976196289,29054.16015625,1.656000018119812,3294.25,1.5299999713897705,9298.330078125,1.8530000448226929,13.819999694824219,57.720001220703125,97.33000183105469,1.11055588722229,1534.9000244140625,2.8575000762939453,219.74000549316406,326.8399963378906,109.89099884033203,28872.26953125,1.6180000305175781,3277.18994140625,1.5230000019073486,9226.490234375,1.812999963760376,12.050000190734863,58.22999954223633,97.37000274658203,1.1135733127593994,1542.4000244140625,2.875999927520752,220.0800018310547,327.45001220703125,109.99199676513672,28939.669921875,1.6269999742507935,3283.14990234375,1.5299999713897705,9251.330078125,1.8179999589920044,12.390000343322754,58.22999954223633,97.37000274658203,1.1135733127593994,1542.4000244140625,2.875999927520752,212.63641357421875,300.94989013671875,109.99199676513672,28939.669921875,1.6269999742507935,3283.14990234375,1.5299999713897705,9251.330078125,1.8179999589920044,12.390000343322754,507714.0,0.0,0.0,32.0,292.0,24418100.0,62832800.0,0.0,287440000.0,0.0,3687620000.0,0.0,2553160000.0,0.0,0.0
